Name,Clade,lineage(SUPERKINGDOM),lineage(KINGDOM),lineage(PHYLUM),lineage(CLASS),lineage(ORDER),lineage(FAMILY),lineage(GENUS),lineage(SPECIES)
sp|Q0VHD6|TSGD1_ZINOF,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Zingiberaceae,Zingiber,Zingiber officinale (Ginger) (Amomum zingiber)
sp|Q5SBP7|SELS_OCIBA,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum (basils),Ocimum basilicum (Sweet basil)
sp|B1B1U3|ZSS1_ZINZE,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Zingiberaceae,Zingiber,Zingiber zerumbet (Shampoo ginger) (Amomum zerumbet)
sp|U3KYL2|DS_VALOF,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valeriana,Valeriana officinalis (Valerian) (Garden heliotrope)
sp|A0A075FBT3|EKS_MARVU,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Marrubium (horehounds),Marrubium vulgare (White horehound)
sp|O65323|5EAS_CAPAN,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum (peppers),Capsicum annuum (Capsicum pepper)
sp|Q43714|DCS3_GOSAR,7,,,,,,,,
sp|P38604|ERG7_YEAST,7,,,,,,,,
sp|Q6E7D7|CPS4_ORYSI,7,,,,,,,,
sp|W0FFD7|DS_PERHD,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,Persicaria hydropiper (Marshpepper knotweed) (Polygonum hydropiper)
sp|Q2R712|ACBSY_ORYSJ,7,,,,,,,,
sp|Q84LF1|5EAS1_NICAT,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Nicotiana attenuata (Coyote tobacco)
sp|Q8W3Z1|BAMS_BETPL,7,,,,,,,,
sp|C7ASI9|3CAR1_PICGL,7,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Picea,Picea glauca (White spruce) (Pinus glauca)
sp|Q39760|DCS2_GOSAR,7,,,,,,,,
sp|A0A075FA51|CPS3_MARVU,7,,,,,,,,
sp|Q9UVY5|CPSKS_GIBFU,7,,,,,,,,
sp|A0A4P8GFV8|EUPE_PHOSX,7,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,Phoma sp.
sp|A0A1D6GQ67|C71Z6_MAIZE,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Zea mays (Maize)
sp|A0A075FAK4|CPS1_MARVU,7,,,,,,,,
sp|A8NE23|COP3_COPC7,7,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis cinerea (Inky cap fungus) (Hormographiella aspergillata)
sp|D0VMR8|DGUS3_AQUCR,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Thymelaeaceae,Aquilaria,Aquilaria crassna (Eagle wood)
sp|D0VMR7|DGUS2_AQUCR,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Thymelaeaceae,Aquilaria,Aquilaria crassna (Eagle wood)
sp|O13284|CPSKS_PHASA,7,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria sp. (strain L487)
sp|Q39761|DCS1_GOSAR,7,,,,,,,,
sp|Q6BE24|CUCS_CUCPE,7,,,,,,,,
sp|Q2XPU6|CAS1_RICCO,7,,,,,,,,
sp|P38605|CAS1_ARATH,7,,,,,,,,
sp|Q5SBP4|AZIS_OCIBA,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum (basils),Ocimum basilicum (Sweet basil)
sp|Q6Z5I0|CPS2_ORYSJ,7,,,,,,,,
sp|F1CKI8|3CAR2_PICSI,7,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Picea,Picea sitchensis (Sitka spruce) (Pinus sitchensis)
sp|A0A084R1K7|ATR13_STAC4,7,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys chlorohalonata
sp|Q96WT2|ACS_PLEBE,7,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,Pleospora betae (Beet black rot fungus) (Phoma betae)
sp|B2KSJ6|AFSY1_CUCME,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,Cucumis melo (Muskmelon)
sp|Q6BE25|CAS1_CUCPE,7,,,,,,,,
sp|A0A0U3LQ20|CPS5_SALMI,7,,,,,,,,
sp|E2IHE0|CLDS_CISCR,7,,,,,,,,
sp|G8GJ95|CLDS3_SALSC,7,,,,,,,,
sp|G3CCC1|CABS_TOBAC,7,,,,,,,,
sp|Q9SXV6|CAS1_GLYGL,7,,,,,,,,
sp|Q8W3Z4|CAS1_BETPL,7,,,,,,,,
sp|A0A1D6HSP4|C92C5_MAIZE,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Zea mays (Maize)
sp|Q8W3Z3|CAS2_BETPL,7,,,,,,,,
sp|Q55D85|CAS1_DICDI,7,,,,,,,,
sp|M4HXU6|TPSD1_PINBN,7,,,,,,,,
sp|O48935|TPSBF_MENPI,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha piperita (Peppermint) (Mentha aquatica x Mentha spicata)
sp|M4I1C6|NUDT1_ROSHC,7,,,,,,,,
sp|B2DBF0|PADC1_PHOAM,7,,,,,,,,
sp|P0DL13|PRO1_ARMGA,7,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,Armillaria gallica (Bulbous honey fungus) (Armillaria bulbosa)
sp|E3W208|SPISS_SANSP,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Santalales,Santalaceae,Santalum (sandalwoods),Santalum spicatum (Australian sandalwood)
sp|F1CKJ1|SSS_PICSI,7,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Picea,Picea sitchensis (Sitka spruce) (Pinus sitchensis)
sp|Q8L5K3|RLC1_CITLI,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Citrus limon (Lemon) (Citrus medica var. limon)
sp|F6M8H5|SAUST_SANAS,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Santalales,Santalaceae,Santalum (sandalwoods),Santalum austrocaledonicum (Sandalwood)
sp|Q675L5|TPSD2_PICAB,7,,,,,,,,
sp|B1B1U4|TPSBE_ZINZE,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Zingiberaceae,Zingiber,Zingiber zerumbet (Shampoo ginger) (Amomum zerumbet)
sp|O22184|TPS05_ARATH,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana (Mouse-ear cress)
sp|Q49SP6|TPGD2_POGCB,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Pogostemon,Pogostemon cablin (Patchouli) (Mentha cablin)
sp|A0A1C7AAN2|TPS10_TRIWF,7,,,,,,,,
sp|O81191|SCS_SALOF,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia (sages),Salvia officinalis (Sage)
sp|B6SCF5|STS1_HUMLU,7,,,,,,,,
sp|O64961|TPSGC_SOLLC,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum lycopersicum (Tomato) (Lycopersicon esculentum)
sp|Q49SP3|TPSPS_POGCB,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Pogostemon,Pogostemon cablin (Patchouli) (Mentha cablin)
sp|Q49SP7|TPSCS_POGCB,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Pogostemon,Pogostemon cablin (Patchouli) (Mentha cablin)
sp|A0A284RNH4|PRO1_ARMOS,7,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,Armillaria ostoyae (Armillaria root rot fungus)
sp|E2IUA6|TARS_KALDA,7,,,,,,,,
sp|F6M8H8|SMSY_SANMU,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Santalales,Santalaceae,Santalum (sandalwoods),Santalum murrayanum (Bitter quandong)
sp|Q6Q3H2|TPSVS_VITVI,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis vinifera (Grape)
sp|B9T825|TPS12_RICCO,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,Ricinus communis (Castor bean)
sp|B9RXW4|TPS13_RICCO,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,Ricinus communis (Castor bean)
sp|Q9FQ27|TPSGB_SOLHA,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum habrochaites (Wild tomato) (Lycopersicon hirsutum)
sp|G5CV45|TPS32_SOLLC,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum lycopersicum (Tomato) (Lycopersicon esculentum)
sp|Q5UB07|TPS4_MEDTR,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Medicago (medics),Medicago truncatula (Barrel medic) (Medicago tribuloides)
sp|I6QPS5|TPS5_MATCR,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Matricaria,Matricaria chamomilla
sp|G9MAN7|TPS4_SELML,7,,,,,,,,
sp|Q39978|VTSS1_HYOMU,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Hyoscyamus,Hyoscyamus muticus (Egyptian henbane)
sp|Q84NC8|TPS1_ANTMA,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Antirrhinum (snapdragons),Antirrhinum majus (Garden snapdragon)
sp|A7IZZ2|TPS2_CANSA,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Cannabaceae,Cannabis,Cannabis sativa (Hemp) (Marijuana)
sp|Q84NC9|TPS3_ANTMA,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Antirrhinum (snapdragons),Antirrhinum majus (Garden snapdragon)
sp|A0A2K9RFZ2|TPS2_VITAC,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Vitex,Vitex agnus-castus (Chaste tree)
sp|Q4QSN4|TPSBS_PSEMZ,7,,,,,,,,
sp|B6SCF6|STS2_HUMLU,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Cannabaceae,Humulus,Humulus lupulus (European hop)
sp|Q49SP5|TPGAS_POGCB,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Pogostemon,Pogostemon cablin (Patchouli) (Mentha cablin)
sp|Q5SBP0|TPSD_OCIBA,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum (basils),Ocimum basilicum (Sweet basil)
sp|J9RLZ7|TPS1_VALOF,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valeriana,Valeriana officinalis (Valerian) (Garden heliotrope)
sp|G1JUH1|TPS3_SOLLC,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum lycopersicum (Tomato) (Lycopersicon esculentum)
sp|Q6JD72|TPS5C_MAIZE,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Zea mays (Maize)
sp|A0A3Q7GFB5|WK72A_SOLLC,7,,,,,,,,
sp|Q675L4|TPSD1_PICAB,7,,,,,,,,
sp|Q1EG72|TPS11_MAIZE,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Zea mays (Maize)
sp|Q9LIA1|TPS25_ARATH,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana (Mouse-ear cress)
sp|O64405|TPSD5_ABIGR,7,,,,,,,,
sp|Q5GJ59|TPS7_MAIZE,7,,,,,,,,
sp|I6RE61|TPS4_MATCR,7,,,,,,,,
sp|A0A2K9RG07|TPS5_VITAC,7,,,,,,,,
sp|Q93YA3|TASY_TAXBA,7,,,,,,,,
sp|Q9FT37|TASY_TAXWC,7,,,,,,,,
sp|O22340|TPSDA_ABIGR,7,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Abies (fir trees),Abies grandis (Grand fir) (Pinus grandis)
sp|B9T536|TPS10_RICCO,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,Ricinus communis (Castor bean)
sp|Q84UU9|TPS06_ARATH,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana (Mouse-ear cress)
sp|B9RHP7|TPS11_RICCO,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,Ricinus communis (Castor bean)
sp|A0A1W6GW06|STPS2_SALMI,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia (sages),Salvia miltiorrhiza (Chinese sage)
sp|Q9LS76|TPS15_ARATH,7,,,,,,,,
sp|O65435|TPS08_ARATH,7,,,,,,,,
sp|J7LP58|TPS1_PHYDL,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Verbenaceae,Phyla,Phyla dulcis (Aztec sweet herb) (Lippia dulcis)
sp|F6M8H6|SPIST_SANSP,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Santalales,Santalaceae,Santalum (sandalwoods),Santalum spicatum (Australian sandalwood)
sp|Q9XJ32|VTSS1_SOLTU,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum tuberosum (Potato)
sp|Q39979|VTSS2_HYOMU,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Hyoscyamus,Hyoscyamus muticus (Egyptian henbane)
sp|B9RXW0|TPS7_RICCO,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,Ricinus communis (Castor bean)
sp|Q5W283|TPSCM_MENPI,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha piperita (Peppermint) (Mentha aquatica x Mentha spicata)
sp|G1DGI7|TPS7_SELML,7,,,,,,,,
sp|B9S9Z3|TPS1_RICCO,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,Ricinus communis (Castor bean)
sp|C5YHH7|TPS1_SORBI,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Sorghum,Sorghum bicolor (Sorghum) (Sorghum vulgare)
sp|J9R5V4|TPS2_VALOF,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valeriana,Valeriana officinalis (Valerian) (Garden heliotrope)
sp|J9QS23|TPS9_SELML,7,,,,,,,,
sp|Q8L7G4|TPS09_ARATH,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana (Mouse-ear cress)
sp|A0A1L6Z3A0|TPS8_PSEAD,7,,,,,,,,
sp|O64404|TPSD4_ABIGR,7,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Abies (fir trees),Abies grandis (Grand fir) (Pinus grandis)
sp|A0A0M5L832|TPS14_TRIWF,7,,,,,,,,
sp|A7IZZ1|TPS1_CANSA,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Cannabaceae,Cannabis,Cannabis sativa (Hemp) (Marijuana)
sp|Q29VN2|TPS2_MAIZE,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Zea mays (Maize)
sp|A0A2K9RFY0|TPS4_VITAC,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Vitex,Vitex agnus-castus (Chaste tree)
sp|I6QSN0|TPS3_MATCR,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Matricaria,Matricaria chamomilla
sp|J7LMP2|TPS5_PHYDL,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Verbenaceae,Phyla,Phyla dulcis (Aztec sweet herb) (Lippia dulcis)
sp|A0A1L6Z3A5|TPS5_PSEAD,7,,,,,,,,
sp|B9SBV6|TPS3_RICCO,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,Ricinus communis (Castor bean)
sp|B9SBU9|TPS5_RICCO,7,,,,,,,,
sp|K4IAL8|TPS3_SALSC,7,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia (sages),Salvia sclarea (Clary sage)
